churn,tenure_months,monthly_charges,total_services,support_calls_last90d,late_payments_12m,downtime_hrs_6m,contract,internet,payment_method,support_tier,promo_status
0,27.7,51.63,3,5,3,3.79,month-to-month,fiber,electronic_check,basic,never
1,37.1,78.7,2,1,1,3.7,month-to-month,fiber,electronic_check,plus,never
0,18.0,77.53,4,3,0,2.09,month-to-month,dsl,bank_transfer,basic,never
1,3.5,124.32,2,2,1,0.6,month-to-month,fiber,electronic_check,basic,current
1,30.1,108.32,2,2,1,4.0,month-to-month,fiber,bank_transfer,basic,past
0,48.3,95.44,4,1,0,1.81,month-to-month,fiber,bank_transfer,basic,past
0,36.3,87.24,2,1,0,2.06,month-to-month,fiber,electronic_check,basic,current
0,34.9,30.0,1,1,0,0.96,month-to-month,fiber,electronic_check,plus,current
0,49.2,72.54,2,1,0,2.55,month-to-month,fiber,credit_card,basic,never
0,20.0,82.15,3,1,1,3.28,month-to-month,dsl,bank_transfer,basic,never
0,39.9,69.41,3,2,0,0.76,month-to-month,dsl,electronic_check,basic,current
0,29.3,86.14,2,3,1,2.57,one-year,fiber,bank_transfer,premium,never
1,0.7,46.78,2,3,1,2.03,one-year,fiber,electronic_check,basic,never
0,6.5,51.13,3,2,0,4.43,one-year,fiber,electronic_check,basic,past
0,10.7,97.57,2,2,2,1.53,month-to-month,fiber,electronic_check,plus,current
0,9.3,100.95,3,1,2,0.93,month-to-month,dsl,bank_transfer,premium,past
0,11.2,98.67,3,1,1,2.5,one-year,dsl,credit_card,plus,never
0,2.4,55.08,3,1,0,0.29,two-year,dsl,bank_transfer,plus,past
0,1.3,53.19,1,2,1,4.0,month-to-month,fiber,bank_transfer,basic,current
0,4.4,52.64,2,0,0,0.6,month-to-month,fiber,credit_card,plus,past
0,22.0,49.48,3,2,1,1.65,month-to-month,dsl,electronic_check,plus,past
0,20.7,50.16,2,0,0,2.75,two-year,dsl,electronic_check,premium,never
0,1.3,54.61,2,4,1,3.36,one-year,dsl,electronic_check,basic,never
0,10.8,53.74,1,2,1,2.53,month-to-month,fiber,credit_card,basic,never
0,0.5,82.54,3,4,1,2.61,month-to-month,dsl,bank_transfer,basic,never
0,69.5,85.5,2,2,0,2.81,two-year,dsl,electronic_check,basic,never
1,41.2,115.23,3,2,1,2.28,month-to-month,fiber,bank_transfer,basic,past
1,7.3,16.09,2,3,0,4.52,month-to-month,fiber,bank_transfer,basic,past
0,0.8,55.49,2,1,0,1.9,month-to-month,dsl,bank_transfer,premium,past
0,9.9,93.94,2,0,0,6.27,month-to-month,fiber,electronic_check,plus,never
1,37.2,91.05,2,3,2,1.96,month-to-month,fiber,bank_transfer,basic,never
0,13.8,49.69,1,1,0,2.49,two-year,fiber,bank_transfer,basic,current
0,31.3,102.21,2,2,0,1.18,one-year,fiber,electronic_check,basic,past
0,40.8,24.21,3,1,1,2.2,one-year,dsl,electronic_check,basic,never
0,4.6,32.3,3,2,0,1.57,month-to-month,dsl,bank_transfer,basic,never
0,25.6,98.97,1,3,0,1.46,one-year,dsl,bank_transfer,plus,past
0,7.5,81.86,1,4,0,1.72,month-to-month,dsl,credit_card,basic,never
0,24.1,69.71,2,3,1,4.13,one-year,fiber,electronic_check,plus,never
0,29.7,65.65,3,3,0,3.67,one-year,fiber,credit_card,basic,past
0,10.9,67.71,2,1,1,0.86,month-to-month,dsl,bank_transfer,plus,past
0,1.9,92.69,3,0,1,2.24,month-to-month,dsl,credit_card,plus,never
0,14.6,81.35,1,5,1,1.91,month-to-month,dsl,credit_card,basic,past
0,0.4,74.45,2,1,0,3.71,month-to-month,fiber,bank_transfer,plus,never
0,13.0,74.04,1,2,0,2.41,one-year,fiber,bank_transfer,basic,current
1,8.0,70.61,2,2,0,2.06,month-to-month,dsl,electronic_check,plus,never
1,4.7,62.12,3,1,2,3.01,one-year,fiber,bank_transfer,plus,never
1,14.6,82.31,2,4,0,1.62,one-year,dsl,electronic_check,basic,past
0,16.3,58.17,2,1,4,2.4,month-to-month,dsl,bank_transfer,basic,past
0,30.4,113.16,2,0,1,0.0,month-to-month,dsl,bank_transfer,premium,never
0,1.5,86.33,2,2,1,2.82,one-year,dsl,bank_transfer,basic,current
0,6.4,85.14,2,4,2,1.92,month-to-month,fiber,bank_transfer,basic,past
0,14.0,59.86,3,1,0,1.12,one-year,fiber,bank_transfer,basic,current
1,1.7,109.85,2,3,1,0.87,month-to-month,dsl,electronic_check,basic,past
0,4.7,67.72,3,2,0,1.48,one-year,fiber,electronic_check,basic,never
0,2.7,58.03,2,1,2,3.17,month-to-month,fiber,electronic_check,plus,never
0,1.0,48.3,2,2,1,3.04,month-to-month,fiber,bank_transfer,basic,current
0,11.7,49.99,1,1,1,3.08,one-year,none,bank_transfer,premium,never
0,26.9,75.61,3,4,1,2.08,one-year,dsl,credit_card,basic,never
0,19.1,60.23,2,1,1,4.52,month-to-month,dsl,credit_card,premium,past
0,1.2,70.35,2,1,0,1.58,two-year,fiber,bank_transfer,basic,never
0,31.8,70.46,2,2,1,0.0,two-year,none,electronic_check,plus,never
0,0.6,43.98,2,1,1,1.92,one-year,fiber,electronic_check,plus,past
0,37.5,44.41,3,4,0,0.75,one-year,fiber,electronic_check,plus,past
0,38.4,39.59,2,2,0,1.8,one-year,dsl,bank_transfer,plus,current
0,10.1,60.44,2,1,0,1.94,one-year,fiber,electronic_check,basic,never
0,3.7,80.65,1,0,0,1.77,month-to-month,fiber,credit_card,premium,past
0,8.6,96.44,3,1,1,2.06,one-year,fiber,bank_transfer,basic,never
0,22.9,79.29,3,2,0,2.1,one-year,fiber,electronic_check,premium,past
0,3.8,26.41,1,4,1,1.75,month-to-month,dsl,bank_transfer,basic,current
0,11.1,33.1,3,2,1,0.0,two-year,dsl,credit_card,plus,current
1,1.2,11.87,3,2,0,2.06,one-year,fiber,bank_transfer,basic,past
0,7.8,100.7,2,1,0,3.59,month-to-month,dsl,bank_transfer,plus,never
0,37.9,95.54,3,0,1,2.3,month-to-month,fiber,electronic_check,plus,current
1,39.7,114.59,2,2,0,3.19,one-year,fiber,electronic_check,basic,never
1,29.2,44.21,1,0,0,3.68,month-to-month,fiber,credit_card,plus,past
0,60.7,95.44,3,2,1,1.51,month-to-month,dsl,electronic_check,basic,never
1,2.9,126.71,3,3,0,1.84,month-to-month,dsl,credit_card,basic,never
0,18.2,79.53,3,3,0,0.05,month-to-month,dsl,credit_card,basic,past
0,26.6,61.59,3,1,0,0.22,one-year,dsl,electronic_check,basic,never
0,3.2,109.85,2,3,1,2.11,two-year,none,electronic_check,basic,current
0,3.4,68.81,0,3,1,2.68,month-to-month,none,credit_card,basic,past
0,4.7,36.5,1,5,1,4.15,month-to-month,dsl,electronic_check,basic,current
0,3.8,33.99,1,4,2,4.02,month-to-month,none,bank_transfer,basic,never
0,4.0,50.31,2,1,1,2.8,month-to-month,fiber,electronic_check,plus,current
0,15.0,94.51,2,2,0,3.82,month-to-month,fiber,electronic_check,premium,past
0,27.8,56.67,3,2,1,1.93,two-year,dsl,electronic_check,plus,past
0,7.8,27.06,2,0,0,1.62,month-to-month,fiber,bank_transfer,plus,current
0,3.3,101.27,2,3,0,2.02,month-to-month,dsl,credit_card,basic,current
0,14.4,78.63,2,3,0,0.6,two-year,fiber,credit_card,basic,current
0,1.9,83.33,3,1,2,2.65,month-to-month,fiber,electronic_check,basic,past
0,3.1,74.91,4,2,0,1.88,month-to-month,fiber,credit_card,plus,past
0,20.9,84.24,3,1,1,2.99,month-to-month,fiber,credit_card,premium,never
0,3.4,125.9,1,4,0,1.02,one-year,none,credit_card,plus,never
0,14.9,75.52,1,2,0,2.65,month-to-month,fiber,electronic_check,basic,past
0,1.6,34.37,4,2,1,2.2,one-year,fiber,bank_transfer,basic,never
0,15.2,67.44,2,2,1,2.57,one-year,fiber,bank_transfer,basic,past
0,2.8,48.61,0,2,1,3.33,one-year,none,electronic_check,basic,never
1,49.0,111.55,2,0,1,0.62,month-to-month,fiber,electronic_check,premium,past
0,22.4,107.37,2,1,1,0.69,two-year,fiber,bank_transfer,plus,past
0,6.9,57.1,1,1,0,0.6,month-to-month,fiber,electronic_check,plus,never
0,14.7,76.87,2,1,1,3.11,month-to-month,dsl,electronic_check,basic,past
0,17.9,54.7,2,1,0,3.01,month-to-month,dsl,electronic_check,basic,past
0,12.0,42.46,2,0,2,1.0,one-year,dsl,electronic_check,plus,past
0,3.4,70.16,1,2,1,2.89,two-year,dsl,bank_transfer,basic,past
0,21.8,78.98,3,4,0,0.0,one-year,dsl,credit_card,plus,never
0,12.0,92.87,1,3,1,2.29,month-to-month,fiber,electronic_check,basic,never
0,1.6,64.75,2,1,0,4.27,two-year,fiber,bank_transfer,plus,past
0,0.9,76.4,2,1,0,2.57,month-to-month,none,electronic_check,plus,never
0,8.4,80.25,4,4,0,3.08,one-year,dsl,bank_transfer,basic,never
0,44.3,69.35,2,3,1,2.52,month-to-month,none,electronic_check,basic,current
1,4.3,75.69,1,5,1,0.94,month-to-month,dsl,electronic_check,basic,never
0,72.0,63.53,3,2,0,2.88,month-to-month,dsl,bank_transfer,basic,never
0,6.6,40.45,3,4,0,2.11,month-to-month,dsl,credit_card,basic,past
0,13.4,28.08,2,3,0,1.77,two-year,fiber,electronic_check,basic,past
0,3.0,35.59,2,1,1,1.8,month-to-month,fiber,credit_card,plus,never
0,41.1,43.04,0,1,0,4.36,month-to-month,none,electronic_check,basic,never
0,3.5,28.33,1,2,1,2.24,month-to-month,fiber,credit_card,basic,never
1,16.7,134.67,1,1,2,0.0,month-to-month,dsl,electronic_check,basic,current
0,31.0,94.96,1,5,0,0.0,month-to-month,dsl,electronic_check,basic,past
0,14.3,53.07,2,3,1,3.24,month-to-month,fiber,electronic_check,basic,never
0,49.9,72.07,0,1,0,2.67,one-year,none,electronic_check,basic,past
1,0.1,106.9,2,2,1,2.91,month-to-month,dsl,electronic_check,basic,never
0,24.0,76.75,2,2,0,5.99,two-year,fiber,electronic_check,basic,current
0,30.3,66.53,1,1,0,4.41,one-year,dsl,credit_card,basic,never
0,12.3,59.3,2,3,0,2.82,month-to-month,dsl,bank_transfer,plus,never
1,39.5,90.59,2,3,0,3.17,month-to-month,fiber,bank_transfer,premium,never
0,20.7,69.32,2,3,0,3.93,month-to-month,fiber,credit_card,basic,never
0,27.4,43.99,2,4,1,2.01,month-to-month,fiber,credit_card,plus,current
1,1.0,92.45,2,0,0,3.11,month-to-month,fiber,electronic_check,plus,never
0,15.3,64.25,2,2,0,1.89,month-to-month,dsl,electronic_check,basic,past
0,15.8,75.87,1,4,2,2.79,two-year,fiber,credit_card,basic,current
0,20.2,80.26,1,1,0,0.54,one-year,dsl,credit_card,plus,never
0,43.6,64.73,2,3,0,0.75,month-to-month,dsl,electronic_check,basic,current
1,58.3,70.49,3,3,0,0.6,month-to-month,fiber,electronic_check,basic,current
0,10.8,60.97,2,4,2,2.7,month-to-month,fiber,credit_card,plus,current
1,41.5,85.09,3,6,0,4.14,month-to-month,fiber,bank_transfer,basic,past
1,9.4,108.5,2,3,1,0.94,month-to-month,fiber,electronic_check,basic,current
0,7.7,66.93,2,1,0,1.51,two-year,fiber,electronic_check,basic,never
0,3.6,77.9,1,2,0,0.83,one-year,none,electronic_check,basic,never
0,72.0,80.97,2,4,0,1.03,month-to-month,dsl,credit_card,basic,current
0,28.5,52.82,2,2,1,0.0,month-to-month,none,credit_card,basic,never
0,18.1,24.85,2,1,0,1.68,two-year,fiber,credit_card,premium,never
0,2.9,75.14,1,4,2,4.53,month-to-month,none,bank_transfer,basic,never
0,4.6,68.78,3,1,0,0.6,month-to-month,fiber,credit_card,premium,current
0,19.3,71.16,1,4,0,1.02,month-to-month,none,credit_card,basic,past
0,20.2,94.25,1,8,0,0.92,one-year,fiber,electronic_check,basic,past
0,31.6,73.09,1,1,1,2.78,month-to-month,fiber,bank_transfer,premium,never
1,20.6,145.85,3,3,0,1.67,month-to-month,fiber,electronic_check,basic,current
0,4.1,73.06,0,1,1,2.31,month-to-month,none,credit_card,premium,never
0,15.7,73.78,2,2,1,0.83,one-year,dsl,electronic_check,basic,past
0,10.9,55.34,2,2,0,0.64,one-year,none,electronic_check,basic,never
1,14.8,69.66,4,2,0,1.15,month-to-month,fiber,electronic_check,premium,current
0,4.1,103.55,1,2,0,2.83,month-to-month,fiber,electronic_check,basic,current
0,0.8,64.39,2,2,1,4.72,month-to-month,dsl,electronic_check,basic,current
0,8.5,72.25,1,3,1,1.77,two-year,fiber,bank_transfer,basic,never
1,13.8,50.89,4,3,0,1.18,month-to-month,fiber,bank_transfer,plus,never
0,8.0,88.23,3,3,0,3.53,month-to-month,fiber,electronic_check,basic,current
0,26.6,112.07,3,2,1,3.75,one-year,dsl,electronic_check,basic,past
0,13.7,99.67,4,0,0,3.5,two-year,fiber,electronic_check,plus,never
0,6.2,46.78,3,2,0,2.67,month-to-month,dsl,bank_transfer,basic,past
0,6.3,112.82,1,2,0,3.31,one-year,dsl,electronic_check,basic,never
0,4.4,64.47,1,3,0,3.47,month-to-month,fiber,credit_card,plus,past
0,21.2,50.23,2,1,0,2.27,month-to-month,dsl,bank_transfer,premium,past
0,0.1,75.28,3,4,0,2.08,month-to-month,fiber,electronic_check,basic,never
1,9.8,43.46,2,2,0,3.62,month-to-month,fiber,credit_card,premium,never
1,6.2,112.13,2,5,1,2.99,month-to-month,none,electronic_check,basic,never
0,33.1,101.17,3,3,1,0.6,two-year,fiber,electronic_check,basic,never
0,34.4,70.62,1,2,0,2.39,one-year,dsl,electronic_check,basic,past
0,23.1,80.29,1,1,1,1.95,one-year,fiber,bank_transfer,basic,past
0,4.1,37.89,2,2,0,2.26,month-to-month,fiber,credit_card,basic,never
0,25.3,64.85,2,3,0,1.49,two-year,fiber,electronic_check,plus,current
0,12.3,73.48,2,1,0,2.3,month-to-month,none,electronic_check,basic,past
0,21.3,98.9,3,2,0,3.11,month-to-month,fiber,credit_card,premium,past
0,6.7,121.27,2,3,0,1.51,month-to-month,none,bank_transfer,plus,past
1,2.2,54.4,2,3,1,4.3,month-to-month,fiber,electronic_check,basic,never
0,27.8,83.77,2,4,0,0.85,month-to-month,fiber,electronic_check,plus,past
0,0.1,105.91,2,7,0,0.6,month-to-month,fiber,electronic_check,premium,past
0,6.3,74.32,2,3,0,0.83,one-year,fiber,electronic_check,basic,never
0,0.6,49.0,3,2,0,3.61,two-year,fiber,electronic_check,plus,past
0,15.2,85.24,2,1,0,1.18,one-year,dsl,electronic_check,premium,past
0,0.5,79.39,0,1,0,2.58,month-to-month,none,credit_card,basic,never
0,21.2,43.33,2,1,2,3.84,month-to-month,fiber,credit_card,plus,never
0,21.5,79.82,2,2,0,0.6,one-year,fiber,electronic_check,basic,past
0,15.0,65.83,3,4,0,3.33,one-year,dsl,bank_transfer,basic,past
1,6.0,82.78,1,2,1,0.6,month-to-month,fiber,electronic_check,basic,never
0,68.8,59.57,1,2,1,0.64,one-year,dsl,electronic_check,basic,past
0,6.9,54.83,2,1,0,1.7,month-to-month,dsl,credit_card,premium,past
0,11.3,47.75,2,0,1,2.28,month-to-month,fiber,electronic_check,plus,current
0,2.3,80.69,1,4,1,1.55,month-to-month,dsl,electronic_check,basic,never
0,2.8,71.66,1,0,0,1.43,month-to-month,dsl,electronic_check,plus,past
0,5.6,75.74,2,2,0,1.77,two-year,dsl,electronic_check,basic,past
1,32.4,93.29,4,1,0,3.04,month-to-month,fiber,electronic_check,premium,never
0,0.6,72.61,3,1,0,2.19,month-to-month,fiber,electronic_check,plus,never
0,5.3,90.05,3,3,2,5.34,month-to-month,fiber,bank_transfer,basic,past
0,2.9,61.84,2,0,2,2.93,month-to-month,none,bank_transfer,premium,past
0,0.7,111.78,3,4,0,2.41,month-to-month,dsl,electronic_check,plus,past
0,7.5,117.48,2,1,0,1.16,one-year,dsl,credit_card,plus,past
1,25.5,79.93,1,2,0,0.1,month-to-month,none,electronic_check,basic,never
0,39.9,21.85,2,1,1,2.75,one-year,dsl,bank_transfer,basic,never
0,7.9,87.28,1,0,1,1.6,one-year,fiber,electronic_check,plus,past
1,3.3,25.83,2,3,0,3.81,month-to-month,fiber,bank_transfer,plus,past
0,2.6,60.02,2,3,1,2.25,month-to-month,dsl,electronic_check,basic,never
0,50.2,89.9,2,1,1,4.46,month-to-month,fiber,electronic_check,plus,past
0,29.0,85.73,2,0,1,1.35,one-year,dsl,electronic_check,plus,past
0,1.9,33.33,1,2,0,2.08,month-to-month,fiber,electronic_check,basic,never
0,19.6,112.38,1,2,1,3.13,one-year,fiber,credit_card,basic,never
0,2.4,51.89,2,1,1,3.27,month-to-month,fiber,electronic_check,basic,past
0,4.3,101.95,1,0,0,2.39,month-to-month,none,electronic_check,plus,current
0,3.4,83.33,1,5,0,1.49,month-to-month,dsl,bank_transfer,basic,past
0,5.8,89.95,2,3,1,1.63,month-to-month,fiber,bank_transfer,basic,past
1,8.1,75.19,2,4,0,3.81,one-year,fiber,electronic_check,basic,past
0,16.0,38.15,3,1,0,2.1,month-to-month,fiber,electronic_check,basic,past
0,11.4,89.32,1,1,1,3.7,month-to-month,fiber,electronic_check,premium,past
0,1.7,99.66,2,4,1,2.11,month-to-month,fiber,credit_card,basic,past
0,10.0,76.39,3,3,1,1.34,month-to-month,dsl,credit_card,plus,past
0,6.1,44.45,2,0,0,3.19,month-to-month,dsl,credit_card,premium,past
1,10.1,106.25,4,2,0,1.99,one-year,fiber,bank_transfer,premium,past
0,9.6,67.26,1,1,1,2.26,month-to-month,dsl,electronic_check,plus,current
0,0.9,10.0,1,3,1,2.13,month-to-month,fiber,credit_card,basic,never
0,0.9,73.41,1,3,0,2.63,month-to-month,fiber,electronic_check,basic,never
0,26.1,52.68,2,2,3,1.92,month-to-month,fiber,bank_transfer,basic,never
0,9.5,71.63,1,3,0,1.09,two-year,none,electronic_check,basic,past
0,17.5,49.34,2,2,1,1.72,month-to-month,dsl,credit_card,plus,never
0,8.7,69.94,2,3,0,1.55,month-to-month,fiber,electronic_check,basic,never
1,9.0,111.19,3,2,0,3.49,one-year,fiber,electronic_check,basic,never
0,5.3,31.28,1,3,1,3.34,month-to-month,fiber,bank_transfer,basic,past
0,8.2,64.68,2,2,0,4.3,month-to-month,fiber,credit_card,plus,current
0,48.7,65.1,3,2,0,2.73,two-year,dsl,electronic_check,plus,current
0,0.4,118.35,3,2,1,0.62,one-year,dsl,credit_card,basic,current
1,15.2,70.46,2,5,0,1.75,month-to-month,dsl,credit_card,basic,past
0,16.0,56.86,2,2,0,0.46,month-to-month,dsl,electronic_check,premium,past
0,31.8,22.79,2,1,1,2.08,month-to-month,fiber,electronic_check,plus,never
0,22.2,27.77,2,1,0,1.39,month-to-month,dsl,electronic_check,plus,past
0,16.0,56.9,2,2,0,3.56,one-year,fiber,electronic_check,plus,past
0,4.3,54.42,3,3,1,2.96,one-year,fiber,credit_card,basic,never
0,23.8,71.33,3,3,0,4.0,month-to-month,dsl,bank_transfer,basic,never
0,1.7,58.77,2,1,1,2.87,month-to-month,dsl,bank_transfer,basic,never
0,20.0,85.87,2,2,1,1.71,month-to-month,dsl,electronic_check,basic,never
1,15.2,120.18,1,1,0,3.18,one-year,dsl,bank_transfer,basic,past
0,6.9,100.19,1,0,1,2.1,one-year,none,bank_transfer,premium,current
0,3.0,97.01,3,2,1,2.5,month-to-month,dsl,electronic_check,basic,past
0,0.9,55.26,2,2,0,2.18,month-to-month,fiber,bank_transfer,basic,never
0,0.1,47.77,2,1,0,0.83,month-to-month,fiber,electronic_check,plus,current
0,13.5,46.52,2,3,1,1.81,month-to-month,dsl,bank_transfer,plus,past
0,21.4,73.1,3,3,0,3.5,month-to-month,fiber,bank_transfer,basic,never
0,8.9,64.02,1,2,0,4.1,month-to-month,fiber,bank_transfer,basic,current
0,5.6,75.54,2,2,0,5.25,two-year,fiber,electronic_check,basic,past
0,22.3,51.86,1,1,0,5.44,month-to-month,dsl,electronic_check,premium,current
0,8.5,88.86,1,2,0,3.04,month-to-month,none,electronic_check,basic,past
0,55.0,69.5,3,3,1,2.77,month-to-month,dsl,bank_transfer,basic,current
0,20.3,107.76,3,2,0,1.09,two-year,fiber,electronic_check,basic,past
0,14.5,74.64,4,2,1,1.87,month-to-month,dsl,credit_card,basic,never
0,2.2,66.07,2,0,0,0.63,month-to-month,dsl,bank_transfer,premium,never
0,5.6,79.24,2,2,1,0.6,two-year,fiber,credit_card,plus,current
0,35.4,68.9,2,1,2,2.43,month-to-month,fiber,electronic_check,plus,past
0,5.6,59.29,2,2,0,1.24,month-to-month,fiber,electronic_check,basic,never
0,32.0,89.94,3,5,0,1.25,month-to-month,dsl,electronic_check,basic,past
0,29.4,83.24,2,4,0,0.62,month-to-month,fiber,credit_card,basic,past
0,59.3,87.0,2,0,0,4.38,month-to-month,dsl,bank_transfer,plus,never
0,6.8,79.09,3,1,1,1.49,one-year,dsl,electronic_check,plus,current
0,3.7,50.35,1,1,1,1.16,month-to-month,dsl,bank_transfer,basic,never
0,20.8,83.61,1,2,1,3.44,month-to-month,fiber,electronic_check,plus,past
0,2.2,30.41,2,1,1,2.82,one-year,dsl,electronic_check,plus,never
0,8.5,92.72,3,3,0,2.09,month-to-month,dsl,bank_transfer,basic,current
1,11.0,76.99,4,2,2,1.19,month-to-month,dsl,credit_card,premium,never
0,72.0,71.74,2,3,0,4.25,month-to-month,fiber,electronic_check,basic,past
1,3.4,92.32,2,2,0,1.85,month-to-month,fiber,bank_transfer,basic,current
0,69.3,89.05,1,3,0,2.62,two-year,fiber,credit_card,basic,current
0,72.0,107.13,2,0,1,1.91,two-year,fiber,electronic_check,plus,past
0,8.3,73.06,2,2,0,0.86,one-year,dsl,electronic_check,basic,current
1,14.3,89.99,3,1,0,3.32,month-to-month,fiber,electronic_check,basic,past
0,1.4,61.81,2,4,0,2.6,one-year,dsl,bank_transfer,basic,past
0,16.0,54.2,0,3,1,1.76,month-to-month,none,electronic_check,basic,never
0,8.4,48.05,2,2,1,2.29,two-year,fiber,credit_card,basic,current
0,2.0,77.82,1,4,0,2.1,month-to-month,fiber,credit_card,basic,past
0,8.8,60.39,2,1,0,2.84,one-year,fiber,electronic_check,premium,never
0,2.2,36.36,3,0,0,1.59,one-year,dsl,electronic_check,plus,current
0,49.8,77.76,2,1,0,3.43,month-to-month,none,electronic_check,premium,never
0,18.3,75.38,3,2,2,3.13,month-to-month,fiber,electronic_check,basic,never
0,8.8,82.5,1,2,0,0.93,month-to-month,none,electronic_check,premium,never
0,36.6,58.09,2,2,1,2.43,two-year,fiber,electronic_check,basic,current
0,7.1,44.24,3,2,0,4.87,month-to-month,fiber,electronic_check,basic,never
0,16.8,16.49,2,1,0,1.65,month-to-month,fiber,electronic_check,plus,current
1,20.2,64.75,1,1,0,5.07,one-year,fiber,electronic_check,plus,past
0,4.2,33.82,1,2,1,0.89,one-year,none,electronic_check,basic,never
0,18.4,76.43,2,2,2,4.02,month-to-month,dsl,bank_transfer,basic,never
0,3.2,76.48,1,2,0,0.36,month-to-month,dsl,credit_card,basic,never
0,13.9,48.07,2,1,1,3.04,one-year,fiber,electronic_check,basic,never
0,5.7,93.09,3,3,2,2.77,month-to-month,fiber,bank_transfer,plus,current
0,40.1,54.33,1,1,1,1.19,month-to-month,dsl,credit_card,basic,current
0,47.0,15.26,2,2,0,5.3,two-year,fiber,bank_transfer,plus,current
0,2.6,89.5,2,3,1,0.0,month-to-month,dsl,electronic_check,basic,current
0,5.2,66.34,1,4,1,1.81,two-year,fiber,electronic_check,basic,current
0,24.4,42.94,0,2,0,0.0,month-to-month,none,credit_card,plus,never
1,16.5,16.4,3,2,1,2.33,one-year,dsl,electronic_check,basic,past
0,12.9,58.35,4,3,0,0.73,month-to-month,fiber,electronic_check,premium,never
0,14.9,57.81,3,2,0,1.96,month-to-month,dsl,electronic_check,basic,never
0,0.2,96.58,1,1,1,3.63,month-to-month,fiber,credit_card,basic,never
0,7.3,57.69,4,2,0,0.47,month-to-month,dsl,electronic_check,basic,past
0,2.3,82.97,2,3,0,4.38,month-to-month,dsl,credit_card,basic,never
0,23.2,102.84,3,3,0,1.06,month-to-month,fiber,electronic_check,basic,current
0,11.2,62.15,0,0,0,0.93,month-to-month,none,bank_transfer,premium,past
0,33.7,59.75,1,0,0,2.21,two-year,dsl,credit_card,plus,never
0,6.1,118.17,1,2,0,2.78,month-to-month,fiber,electronic_check,plus,current
0,19.8,72.14,2,1,1,0.0,month-to-month,dsl,bank_transfer,basic,current
0,18.5,55.58,1,1,0,4.24,month-to-month,fiber,electronic_check,plus,never
0,11.1,43.53,2,2,1,3.53,month-to-month,fiber,electronic_check,basic,never
0,29.2,62.62,2,3,0,0.7,month-to-month,none,bank_transfer,basic,past
1,15.5,65.7,2,2,0,2.37,one-year,dsl,electronic_check,basic,past
0,20.7,63.43,1,0,0,2.36,month-to-month,dsl,credit_card,premium,past
0,3.3,98.53,2,3,1,4.03,month-to-month,fiber,bank_transfer,basic,current
1,33.1,80.29,2,0,1,2.19,one-year,fiber,electronic_check,plus,never
